overall_qual,neighborhood,log_gr_liv_area,kitchen_qual,garage_cars,garage,bsmt_qual,log_1st_flr_sf,full_bath,fireplace_qu,remod_age_at_sale,age_at_sale
7,2,7.344719054149673,4,2.0,12.0,4.0,7.344719054149673,2,3.0,2,2
8,3,7.776954403322442,4,3.0,12.0,5.0,7.104144092987527,2,4.0,4,4
6,1,7.550661243105336,3,2.0,6.0,0.0,7.183870715062453,2,0.0,32,32
4,1,7.050989447068045,4,1.0,3.0,3.0,6.679599185844383,1,0.0,3,88
4,1,6.895682697747868,3,1.0,12.0,4.0,6.26530121273771,1,1.0,35,35
8,2,7.421177528595393,5,2.0,12.0,4.0,7.421177528595393,3,4.0,1,32
7,3,7.340186835320115,4,2.0,12.0,4.0,7.340186835320115,2,4.0,5,5
6,2,7.1049654482698426,4,2.0,12.0,4.0,7.1049654482698426,2,0.0,0,0
8,2,7.582738488914411,4,3.0,12.0,5.0,7.582738488914411,2,4.0,2,3
5,1,6.79346613258001,4,1.0,3.0,3.0,6.79346613258001,1,0.0,2,44
6,2,7.297091005160418,4,2.0,12.0,4.0,6.6039438246004725,2,0.0,4,4
5,1,6.871091294610546,3,2.0,6.0,3.0,6.871091294610546,1,2.0,46,46
6,2,7.336936913707618,4,2.0,12.0,4.0,6.643789733147672,2,4.0,1,2
6,1,6.950814768442584,3,2.0,3.0,3.0,6.950814768442584,1,2.0,31,31
7,2,7.301822342137932,3,2.0,12.0,4.0,7.301822342137932,1,3.0,9,33
7,2,7.397561535524052,3,2.0,12.0,4.0,6.86171134048073,2,3.0,8,8
6,1,7.22983877815125,3,1.0,6.0,3.0,7.22983877815125,1,0.0,46,46
7,1,7.610357618312838,4,2.0,3.0,4.0,7.035268599281097,1,0.0,16,99
6,2,7.180831199044556,4,2.0,12.0,4.0,7.180831199044556,2,4.0,1,1
7,2,7.283448228756631,4,2.0,12.0,4.0,6.590301048196686,2,4.0,3,3
6,1,7.555905093611346,3,2.0,4.0,2.0,7.107425474110705,2,3.0,8,103
6,2,7.319202458767849,4,2.0,12.0,4.0,6.693323668269949,2,4.0,3,4
7,2,7.580189417944541,3,3.0,3.0,3.0,7.580189417944541,3,0.0,17,18
10,3,7.754481547470383,5,3.0,12.0,5.0,7.462789157412448,2,5.0,0,1
6,1,7.281385663570282,3,2.0,12.0,3.0,7.281385663570282,2,3.0,48,48
8,2,7.607878073278507,4,3.0,12.0,4.0,7.607878073278507,2,4.0,29,29
8,1,6.941190055068375,4,2.0,12.0,4.0,6.941190055068375,1,3.0,21,21
5,1,6.9957661563048505,3,1.0,6.0,3.0,6.9957661563048505,1,0.0,42,42
6,2,7.040536390215956,4,0.0,0.0,3.0,7.040536390215956,1,0.0,1,1
4,1,7.106606137727303,3,2.0,3.0,2.0,7.106606137727303,1,0.0,55,55
8,3,6.992096427415888,4,2.0,12.0,4.0,6.992096427415888,1,0.0,21,21
6,2,7.430114138561801,3,2.0,6.0,4.0,7.430114138561801,2,3.0,26,26
4,1,7.360739903058278,4,1.0,3.0,3.0,6.8966943316227125,1,0.0,14,74
6,2,7.71289096149013,4,2.0,12.0,4.0,7.226209010100671,2,3.0,3,29
9,3,7.86172707782398,4,3.0,12.0,5.0,7.130098510125578,3,0.0,0,0
3,1,6.946975992135418,3,2.0,3.0,0.0,6.946975992135418,2,0.0,56,57
5,1,7.064759027791802,3,1.0,12.0,3.0,7.064759027791802,1,3.0,49,49
5,1,7.351158226430694,3,1.0,6.0,3.0,6.813444599510896,1,0.0,57,57
5,2,6.946975992135418,4,2.0,3.0,4.0,6.946975992135418,1,0.0,13,13
5,1,7.090076835776092,3,1.0,12.0,3.0,7.090076835776092,1,0.0,59,59
5,1,7.090076835776092,4,2.0,3.0,3.0,7.090076835776092,1,0.0,8,41
4,1,6.541029999189903,2,0.0,0.0,3.0,6.541029999189903,1,0.0,56,65
7,2,7.109062135687172,4,2.0,6.0,4.0,6.253828811575473,2,0.0,1,1
5,1,6.775366090936392,3,2.0,3.0,2.0,6.775366090936392,1,3.0,57,57
7,2,7.400009517162692,4,1.0,2.0,3.0,6.706862336602747,1,4.0,56,87
10,3,7.642044402873258,5,3.0,12.0,5.0,7.642044402873258,2,4.0,0,1
6,2,7.878534196140362,4,2.0,12.0,3.0,7.147559271189454,2,3.0,12,42
5,2,7.5485559791698735,3,2.0,6.0,3.0,7.5485559791698735,2,3.0,52,52
6,2,7.062191632286556,4,2.0,12.0,4.0,7.062191632286556,2,0.0,17,17
4,2,7.4318919168078,3,2.0,6.0,4.0,7.4318919168078,2,3.0,17,17
5,1,7.227662498728654,3,1.0,6.0,3.0,7.227662498728654,1,3.0,47,47
6,2,7.140453043101158,3,2.0,12.0,4.0,7.140453043101158,2,3.0,31,31
5,1,6.795705775173514,3,2.0,6.0,3.0,6.795705775173514,1,2.0,32,32
7,2,7.1049654482698426,4,2.0,12.0,4.0,7.1049654482698426,2,0.0,0,1
7,2,7.3938782901077555,4,2.0,12.0,4.0,7.3938782901077555,2,3.0,14,14
5,1,7.011213987350367,3,1.0,6.0,3.0,6.356107660695892,1,0.0,2,36
6,2,7.470224135899966,3,2.0,12.0,4.0,6.733401891837359,2,3.0,7,7
7,2,7.315883504509785,4,2.0,12.0,4.0,7.315883504509785,2,4.0,2,3
9,2,7.618742377670413,5,3.0,12.0,5.0,7.618742377670413,2,5.0,1,1
6,1,6.895682697747868,4,1.0,6.0,3.0,6.895682697747868,2,0.0,11,50
8,1,7.902487437162855,5,2.0,12.0,4.0,7.600902459542082,2,3.0,14,37
6,2,7.103322062526113,3,1.0,6.0,3.0,7.103322062526113,1,0.0,40,40
6,1,6.823286122355687,3,1.0,3.0,2.0,6.396929655216146,1,0.0,60,70
7,2,7.339537695407674,4,2.0,12.0,4.0,6.625392368007956,2,0.0,15,15
5,2,6.897704943128636,3,2.0,3.0,4.0,6.897704943128636,1,0.0,13,14
5,1,7.025538314638521,3,2.0,6.0,4.0,7.025538314638521,1,0.0,0,1
5,2,6.933423025730715,3,1.0,6.0,4.0,6.933423025730715,1,0.0,6,33
7,2,7.358193752733032,4,3.0,12.0,4.0,7.358193752733032,2,3.0,2,2
7,2,7.450079569807499,4,2.0,12.0,4.0,6.733401891837359,2,4.0,3,3
3,1,6.946975992135418,3,2.0,3.0,0.0,6.946975992135418,2,0.0,56,56
6,2,7.293017679772782,3,2.0,12.0,4.0,6.522092798170152,2,3.0,12,13
9,2,7.987524479848767,4,3.0,12.0,4.0,7.377133712833954,2,4.0,31,31
7,2,7.64826303090192,4,3.0,6.0,4.0,6.984716320118266,2,3.0,15,15
5,1,6.761572768804055,3,1.0,3.0,3.0,6.761572768804055,1,1.0,44,44
5,1,7.326465613840322,3,1.0,3.0,3.0,6.742880635791903,1,0.0,9,77
4,1,6.704414354964107,3,1.0,2.0,3.0,6.704414354964107,1,4.0,51,71
7,2,7.0967213784947605,4,2.0,12.0,4.0,7.0967213784947605,2,0.0,1,1
6,2,7.158513997329321,4,2.0,6.0,3.0,7.158513997329321,2,2.0,33,33
6,1,6.761572768804055,3,1.0,5.0,3.0,6.761572768804055,1,0.0,50,50
5,1,6.990256500493881,3,2.0,12.0,3.0,6.990256500493881,1,4.0,40,40
5,1,6.895682697747868,3,1.0,6.0,3.0,6.895682697747868,1,0.0,57,57
7,1,7.344719054149673,5,2.0,3.0,3.0,6.858565034791365,2,0.0,2,84
5,1,6.877296071497429,3,2.0,3.0,3.0,6.877296071497429,1,0.0,44,44
5,1,7.1569563646156364,3,2.0,3.0,3.0,7.1569563646156364,1,0.0,28,46
7,2,7.329093736246592,3,2.0,12.0,4.0,7.329093736246592,2,4.0,29,29
5,2,7.01571242048723,4,2.0,3.0,3.0,7.01571242048723,1,0.0,4,4
10,3,7.6236419465115715,5,3.0,12.0,5.0,7.6236419465115715,2,4.0,1,2
9,2,7.552237287560802,5,3.0,12.0,5.0,7.552237287560802,2,4.0,1,1
7,2,7.368339686311381,4,2.0,12.0,4.0,6.7226297948554485,2,0.0,1,1
6,2,7.400009517162692,3,2.0,12.0,4.0,6.82001636467413,2,3.0,12,12
7,1,7.2640301428995295,3,2.0,6.0,3.0,6.742880635791903,1,0.0,36,106
6,2,7.556427969440253,3,2.0,2.0,3.0,7.066466970136958,1,3.0,59,81
7,2,7.818430272070656,4,2.0,12.0,4.0,7.044032897274685,3,4.0,3,4
9,3,7.659642954564682,5,3.0,12.0,5.0,7.659642954564682,2,5.0,0,1
5,1,6.899723107284872,4,1.0,12.0,3.0,6.899723107284872,1,0.0,3,41
4,1,6.51025834052315,3,0.0,0.0,2.0,6.51025834052315,1,0.0,56,81
6,1,7.228388451573604,4,1.0,2.0,3.0,6.7580945044277305,1,0.0,11,74
6,2,7.142036574706803,3,2.0,3.0,4.0,6.516193076042964,1,0.0,13,94
6,1,7.38770923908104,4,1.0,3.0,3.0,7.046647277848756,2,0.0,3,81
9,3,7.575584651557793,5,3.0,12.0,5.0,7.575584651557793,2,4.0,1,1
5,1,7.009408932708637,4,1.0,12.0,3.0,7.009408932708637,1,0.0,14,40
5,2,7.458186157340487,4,2.0,6.0,0.0,7.171656822768514,2,0.0,32,32
7,2,7.409741954080923,4,2.0,12.0,4.0,6.661854740545311,2,0.0,8,8
5,1,7.224753405767971,3,2.0,12.0,4.0,7.224753405767971,1,3.0,32,32
4,1,7.494430215031565,3,2.0,3.0,3.0,7.052721049232323,2,0.0,57,107
6,2,7.591357046698551,4,2.0,12.0,4.0,7.018401799069201,2,3.0,18,32
5,1,6.965080345601407,3,1.0,12.0,3.0,6.965080345601407,1,0.0,40,40
4,1,7.023758954738443,3,1.0,3.0,3.0,6.648984550024776,1,0.0,57,68
9,3,7.879669914604289,5,3.0,12.0,4.0,7.634820677745543,2,4.0,1,1
6,2,7.455876687491824,4,2.0,12.0,4.0,6.725033642166843,2,0.0,17,17
5,1,6.946975992135418,3,2.0,6.0,4.0,6.946975992135418,1,0.0,33,33
6,2,7.597396320212795,3,2.0,12.0,3.0,7.00033446027523,2,4.0,35,35
5,1,7.268920128193722,3,1.0,3.0,2.0,6.813444599510896,1,0.0,57,57
8,2,7.372746366404328,4,2.0,12.0,4.0,7.372746366404328,2,3.0,12,13
5,1,6.761572768804055,3,2.0,3.0,3.0,6.761572768804055,1,0.0,16,51
5,1,7.495541943884256,3,0.0,0.0,3.0,7.495541943884256,2,0.0,47,47
5,1,7.327780538421631,3,0.0,0.0,3.0,6.915723448631314,2,0.0,56,80
5,2,7.270312886079025,4,2.0,12.0,4.0,7.270312886079025,2,2.0,3,31
4,1,7.40671073017764,3,1.0,12.0,3.0,7.40671073017764,1,2.0,54,54
7,2,7.355001921105257,4,3.0,12.0,4.0,7.355001921105257,2,0.0,1,1
8,2,7.534762657037537,5,2.0,12.0,4.0,7.1693500166706,2,3.0,8,8
5,1,6.932447891572509,3,0.0,0.0,3.0,6.932447891572509,1,0.0,44,44
5,1,6.704414354964107,3,1.0,2.0,3.0,6.704414354964107,1,0.0,57,85
5,1,7.21890970761906,3,2.0,3.0,3.0,6.639875833826536,1,0.0,36,36
7,1,7.203405521083095,4,2.0,6.0,3.0,6.51025834052315,1,4.0,17,78
5,1,6.841615476477592,3,0.0,0.0,3.0,6.841615476477592,1,4.0,60,90
5,1,7.014814351275545,4,1.0,6.0,3.0,7.014814351275545,1,4.0,2,59
9,3,7.531552381407289,5,3.0,12.0,4.0,7.531552381407289,2,4.0,0,0
8,3,7.373374309910049,5,2.0,12.0,5.0,7.373374309910049,1,4.0,6,7
7,2,7.431299675155903,5,2.0,12.0,4.0,7.431299675155903,2,5.0,20,20
6,2,7.283448228756631,4,2.0,12.0,4.0,6.590301048196686,2,0.0,3,3
5,1,6.9957661563048505,3,1.0,12.0,3.0,6.9957661563048505,1,3.0,49,49
9,3,7.333676395657684,5,3.0,12.0,5.0,7.333676395657684,2,4.0,3,3
6,2,7.373374309910049,3,2.0,12.0,3.0,6.761572768804055,2,3.0,4,4
8,3,7.594381242551817,4,2.0,12.0,4.0,7.594381242551817,2,3.0,14,14
4,1,6.892641641172089,3,2.0,3.0,3.0,6.892641641172089,1,0.0,16,90
8,2,7.313220387090301,4,2.0,12.0,4.0,7.313220387090301,2,4.0,1,1
6,1,7.316548177182976,3,2.0,12.0,3.0,7.316548177182976,1,3.0,56,56
6,1,7.040536390215956,3,1.0,6.0,4.0,7.040536390215956,1,4.0,51,51
5,1,7.113142108707088,4,1.0,6.0,3.0,7.113142108707088,1,0.0,2,42
8,3,7.697121317282625,4,2.0,12.0,5.0,7.007600613951853,2,3.0,14,15
8,3,7.485491608030754,4,3.0,12.0,5.0,7.485491608030754,2,4.0,4,5
6,2,7.580699752224563,4,2.0,12.0,4.0,6.756932389247553,2,3.0,8,8
4,1,6.858565034791365,3,1.0,3.0,3.0,6.858565034791365,1,0.0,52,52
5,1,7.239214973779806,3,1.0,6.0,3.0,6.77078942390898,1,0.0,53,53
5,2,6.81783057145415,3,2.0,3.0,4.0,6.81783057145415,1,0.0,10,10
8,2,7.321188556739478,4,3.0,12.0,4.0,7.321188556739478,2,0.0,5,5
8,2,7.757906208351747,4,3.0,12.0,4.0,7.119635638017636,2,4.0,12,12
7,3,7.6236419465115715,4,3.0,12.0,4.0,6.913737350659685,2,4.0,4,5
6,1,7.188412736496954,3,2.0,12.0,3.0,7.188412736496954,2,3.0,41,41
7,2,7.1049654482698426,4,2.0,12.0,4.0,7.1049654482698426,2,0.0,0,1
3,1,6.946975992135418,3,2.0,3.0,0.0,6.946975992135418,2,0.0,59,59
7,1,7.01301578963963,3,1.0,3.0,3.0,6.349138991379798,1,4.0,58,82
8,3,7.505492274737424,5,3.0,12.0,5.0,6.796823718274855,2,4.0,0,0
6,2,7.456454555176209,4,2.0,12.0,4.0,6.738152494595957,2,0.0,13,14
6,1,7.369600720526409,3,2.0,6.0,3.0,7.369600720526409,2,4.0,36,36
5,1,7.013915474810528,3,1.0,6.0,4.0,6.284134161070802,1,0.0,34,34
7,2,7.596894438144544,4,2.0,12.0,4.0,7.10002716662926,2,3.0,5,11
5,1,7.352441100243583,3,1.0,6.0,3.0,7.352441100243583,1,3.0,53,53
3,1,6.501289670540389,4,0.0,0.0,2.0,6.501289670540389,1,0.0,57,61
4,1,7.477604243197589,3,0.0,0.0,3.0,7.477604243197589,2,0.0,42,42
5,1,6.833031732786201,3,1.0,12.0,3.0,6.833031732786201,1,0.0,51,51
6,1,7.15305163493748,3,1.0,6.0,3.0,6.74993119378857,1,0.0,54,54
6,2,7.615791072035833,4,2.0,12.0,3.0,7.0192966537150445,2,3.0,31,31
6,1,7.344719054149673,3,2.0,3.0,4.0,6.689599269178967,2,3.0,31,31
8,2,7.492760300922379,4,3.0,12.0,5.0,7.492760300922379,2,4.0,0,1
3,1,6.569481420414296,4,1.0,2.0,3.0,6.569481420414296,1,0.0,5,76
7,2,7.265429723253953,3,2.0,12.0,4.0,6.651571873589727,2,3.0,7,7
8,2,7.395721608602045,4,3.0,12.0,4.0,7.395721608602045,2,4.0,4,5
7,2,7.298445101508147,4,2.0,12.0,5.0,7.298445101508147,2,4.0,1,1
9,1,7.437206366871292,5,3.0,12.0,5.0,7.437206366871292,2,4.0,1,2
6,2,7.289610521451167,3,2.0,12.0,4.0,6.670766320845874,2,4.0,12,12
8,2,7.512071245835466,4,3.0,12.0,4.0,7.171656822768514,2,0.0,1,1
6,2,7.847371836159788,5,2.0,12.0,4.0,7.180069874302796,2,3.0,17,17
6,2,7.327780538421631,3,2.0,12.0,4.0,7.327780538421631,2,3.0,23,23
7,2,7.413970290190444,4,2.0,12.0,4.0,6.7226297948554485,2,0.0,6,6
8,3,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,3.0,19,19
8,2,7.213768308118642,4,2.0,6.0,4.0,7.213768308118642,1,3.0,4,4
7,2,7.579678823090456,4,3.0,12.0,4.0,6.933423025730715,2,4.0,3,3
6,2,7.305860032684009,4,2.0,12.0,3.0,7.305860032684009,2,4.0,41,41
4,1,6.849066282633458,4,1.0,3.0,0.0,6.849066282633458,1,0.0,13,49
5,1,7.351799869057777,3,2.0,3.0,3.0,7.351799869057777,1,0.0,34,59
7,2,7.197435354096591,4,2.0,6.0,4.0,7.197435354096591,2,0.0,0,1
8,3,7.434847875211999,4,3.0,12.0,5.0,7.434847875211999,2,0.0,0,0
5,1,6.754604099487962,3,0.0,0.0,3.0,6.754604099487962,1,0.0,2,52
7,2,7.259819610363186,4,2.0,12.0,4.0,7.259819610363186,2,0.0,3,3
5,1,6.638567789166521,3,2.0,3.0,2.0,6.638567789166521,1,0.0,4,83
7,2,7.090076835776092,4,2.0,6.0,4.0,6.396929655216146,2,0.0,5,6
9,3,7.409741954080923,5,2.0,12.0,5.0,7.409741954080923,2,5.0,2,3
6,2,6.742880635791903,4,2.0,12.0,4.0,6.742880635791903,1,0.0,5,5
5,2,7.084226422097916,3,2.0,12.0,4.0,7.084226422097916,2,0.0,34,34
6,3,7.213768308118642,4,2.0,12.0,4.0,7.213768308118642,2,4.0,4,4
10,3,7.933796874815411,5,4.0,12.0,5.0,7.397561535524052,2,5.0,2,3
7,2,7.508787170634276,4,2.0,6.0,4.0,7.508787170634276,2,3.0,5,36
6,1,7.037027614686276,3,1.0,12.0,3.0,7.037027614686276,1,0.0,49,49
6,2,6.742880635791903,4,2.0,12.0,4.0,6.742880635791903,1,0.0,4,4
6,2,7.191429330036379,3,2.0,6.0,3.0,7.191429330036379,1,4.0,47,47
8,2,7.553810852008231,4,2.0,12.0,4.0,6.900730664045173,2,0.0,8,8
6,1,7.221835825288449,3,1.0,3.0,3.0,6.546785410760524,2,0.0,59,84
8,2,7.4073177104694174,5,2.0,12.0,5.0,7.4073177104694174,2,4.0,0,1
7,2,7.616775808698373,4,3.0,12.0,5.0,7.616775808698373,3,0.0,11,12
7,2,7.57455848420248,4,2.0,12.0,4.0,6.741700694652055,2,4.0,4,4
5,1,6.841615476477592,3,1.0,12.0,3.0,6.841615476477592,1,1.0,45,45
5,1,7.335633981927201,4,0.0,0.0,4.0,6.621405651764134,1,0.0,8,112
3,1,6.761572768804055,3,0.0,0.0,3.0,6.761572768804055,1,0.0,58,94
5,1,6.761572768804055,3,1.0,3.0,3.0,6.761572768804055,1,0.0,42,42
7,2,7.319202458767849,4,2.0,12.0,4.0,6.693323668269949,2,4.0,3,3
6,1,6.815639990074331,4,1.0,3.0,3.0,6.815639990074331,1,0.0,12,47
7,1,7.179307969504034,3,2.0,12.0,3.0,7.179307969504034,1,4.0,7,50
5,2,7.026426808699636,5,2.0,12.0,4.0,7.026426808699636,2,0.0,31,31
6,2,7.275864600546533,3,2.0,3.0,2.0,6.7226297948554485,2,0.0,17,110
5,1,7.288927694521257,3,2.0,6.0,3.0,6.595780513961311,1,0.0,40,40
5,1,6.950814768442584,2,2.0,3.0,3.0,6.950814768442584,1,0.0,58,58
7,2,7.452402451223638,4,2.0,12.0,4.0,6.779921907472252,2,0.0,9,10
6,2,7.310550158534422,4,2.0,6.0,4.0,6.643789733147672,3,0.0,0,0
7,2,7.143617602704121,4,2.0,6.0,4.0,7.143617602704121,2,3.0,1,1
8,3,7.768533300926033,4,3.0,12.0,4.0,7.145196134997171,2,4.0,10,10
5,2,7.397561535524052,3,2.0,6.0,3.0,7.397561535524052,2,0.0,40,40
6,1,7.669495251007694,4,1.0,12.0,4.0,7.074963197966044,2,4.0,41,41
5,2,7.232733136177615,4,2.0,6.0,4.0,7.232733136177615,2,0.0,11,12
7,2,7.469083884921234,3,2.0,12.0,4.0,6.748759547491679,2,2.0,8,9
6,1,7.3632795869630385,2,1.0,3.0,3.0,6.879355804460439,1,4.0,56,67
6,2,7.421177528595393,3,2.0,12.0,3.0,7.421177528595393,2,3.0,23,31
8,2,7.111512116496157,4,2.0,12.0,4.0,7.111512116496157,1,2.0,26,26
10,3,7.638198244285779,5,3.0,12.0,5.0,7.638198244285779,2,4.0,0,0
8,2,7.378383712996714,4,2.0,12.0,4.0,7.378383712996714,2,3.0,8,9
6,1,7.252762418053187,3,1.0,3.0,3.0,6.715383386334681,1,4.0,59,70
6,1,7.25063551189868,3,2.0,3.0,3.0,6.7580945044277305,1,4.0,57,69
4,1,6.628041376179533,3,2.0,3.0,2.0,6.628041376179533,1,0.0,60,83
8,3,7.783224016336037,4,3.0,12.0,4.0,7.007600613951853,3,4.0,5,6
4,1,7.215975002651466,3,1.0,2.0,1.0,6.715383386334681,1,0.0,58,113
4,1,6.51025834052315,3,1.0,3.0,3.0,6.51025834052315,1,0.0,3,68
6,2,7.116394144093465,3,2.0,6.0,4.0,7.116394144093465,2,0.0,24,24
7,1,6.9782137426306985,3,1.0,3.0,4.0,6.9782137426306985,2,0.0,2,2
8,3,7.44600149832412,5,3.0,12.0,5.0,7.44600149832412,2,4.0,4,5
5,1,6.903747257584598,3,0.0,0.0,3.0,6.903747257584598,1,4.0,39,68
9,2,7.476472381163905,5,3.0,12.0,5.0,7.476472381163905,2,4.0,0,0
5,1,6.959398512133975,5,2.0,6.0,3.0,6.959398512133975,1,0.0,15,48
6,1,7.216709486709457,3,2.0,6.0,2.0,6.621405651764134,2,0.0,9,88
6,2,7.165493475060845,4,2.0,12.0,4.0,7.165493475060845,2,0.0,17,17
6,2,7.6586995582682995,3,2.0,12.0,3.0,7.228388451573604,2,3.0,37,37
6,1,7.158513997329321,3,2.0,12.0,3.0,7.158513997329321,1,3.0,30,30
7,2,7.415776975415394,5,3.0,12.0,4.0,7.415776975415394,2,4.0,2,3
4,1,6.9957661563048505,3,1.0,12.0,3.0,6.302618975744905,1,0.0,39,39
5,2,7.714231144849085,3,2.0,3.0,0.0,7.02108396428914,2,0.0,30,30
5,1,7.288927694521257,3,0.0,0.0,3.0,6.638567789166521,2,0.0,7,99
6,2,7.520234556474628,4,2.0,12.0,4.0,6.961296045910167,2,3.0,18,18
7,2,7.444248649496705,4,2.0,12.0,5.0,7.444248649496705,2,4.0,4,5
7,2,7.515344571180436,4,2.0,12.0,4.0,7.515344571180436,2,4.0,1,2
5,1,7.396335293800808,3,2.0,3.0,3.0,7.396335293800808,2,3.0,54,54
4,1,6.9957661563048505,3,0.0,0.0,3.0,6.302618975744905,1,0.0,36,36
8,3,7.678326356506885,5,3.0,12.0,5.0,7.383989457978509,1,4.0,0,0
6,1,6.672032945461067,3,1.0,2.0,4.0,6.672032945461067,1,0.0,58,78
6,1,6.70073110954781,4,1.0,2.0,3.0,6.70073110954781,1,0.0,1,76
7,2,7.412764017426562,4,2.0,12.0,4.0,6.723832440821209,2,0.0,13,14
5,1,7.438971592395862,3,2.0,6.0,4.0,7.438971592395862,2,3.0,26,32
5,1,7.086737934510577,3,1.0,12.0,4.0,7.086737934510577,1,0.0,42,42
6,2,7.41336733569524,3,2.0,12.0,4.0,6.650279048587422,2,3.0,12,13
6,1,7.16703787691222,3,2.0,3.0,3.0,6.763884908562435,1,0.0,57,80
6,1,6.9957661563048505,3,1.0,3.0,3.0,6.263398262591624,1,0.0,34,34
6,1,6.9957661563048505,3,2.0,12.0,4.0,6.9957661563048505,1,0.0,44,44
7,2,7.239932591320469,4,2.0,12.0,4.0,6.625392368007956,2,3.0,4,4
5,1,7.107425474110705,3,1.0,6.0,3.0,6.855408798609928,1,0.0,56,82
7,2,7.04141166379481,4,0.0,0.0,4.0,7.04141166379481,1,0.0,1,1
5,1,7.188412736496954,4,1.0,2.0,3.0,6.608000625296087,1,0.0,22,76
7,1,6.961296045910167,3,2.0,6.0,4.0,6.961296045910167,2,0.0,31,31
7,2,7.2640301428995295,4,2.0,12.0,4.0,7.2640301428995295,2,0.0,0,1
5,1,7.221105098182496,3,1.0,12.0,2.0,7.221105098182496,1,0.0,59,59
7,2,7.474204806496124,4,2.0,12.0,4.0,6.777646593635117,2,0.0,4,4
6,1,7.585281078639126,3,2.0,3.0,3.0,7.148345743900068,2,4.0,50,70
6,1,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,3.0,9,10
6,2,7.373374309910049,3,2.0,12.0,4.0,6.694562058521095,2,3.0,16,17
6,2,7.438383530044307,4,2.0,12.0,4.0,7.438383530044307,2,0.0,3,3
4,1,6.854354502255021,3,1.0,3.0,3.0,6.854354502255021,1,3.0,53,53
7,2,7.143617602704121,4,2.0,12.0,4.0,7.143617602704121,2,4.0,0,0
7,1,7.523481312573497,3,2.0,12.0,3.0,7.523481312573497,2,3.0,37,37
5,2,6.9167150203536085,3,2.0,3.0,3.0,6.9167150203536085,2,2.0,30,30
8,2,7.475339236566737,4,2.0,6.0,4.0,6.786716950605081,2,3.0,8,9
5,2,6.761572768804055,3,1.0,3.0,3.0,6.761572768804055,1,0.0,34,34
4,1,6.767343125265392,2,0.0,0.0,4.0,6.767343125265392,1,0.0,48,83
6,2,7.414572881350589,3,1.0,3.0,3.0,6.744059186311348,1,4.0,13,74
6,1,7.67693714581808,4,2.0,6.0,3.0,7.67693714581808,2,4.0,6,57
5,1,7.234898420314831,4,1.0,6.0,3.0,6.698268054115413,2,0.0,55,55
5,1,7.491087593534876,3,0.0,0.0,4.0,6.79794041297493,2,0.0,35,35
7,2,7.355001921105257,2,1.0,6.0,3.0,6.756932389247553,1,4.0,59,68
7,2,7.303843225277705,4,2.0,12.0,4.0,7.303843225277705,2,0.0,1,1
8,2,7.515344571180436,4,2.0,12.0,4.0,7.515344571180436,2,4.0,0,1
5,2,8.034631032923107,5,0.0,0.0,3.0,7.400009517162692,3,4.0,13,61
5,1,7.119635638017636,3,1.0,6.0,3.0,7.119635638017636,1,3.0,12,45
7,2,7.237778191923443,4,2.0,12.0,4.0,7.237778191923443,2,0.0,4,4
5,1,7.047517221357296,3,1.0,12.0,3.0,7.047517221357296,1,0.0,45,45
5,1,7.349873704738337,3,0.0,0.0,3.0,7.349873704738337,2,0.0,46,46
8,2,7.291656209174461,4,3.0,12.0,4.0,7.291656209174461,2,4.0,0,1
5,1,6.697034247666484,3,2.0,3.0,4.0,6.697034247666484,1,0.0,34,35
6,2,7.188412736496954,4,2.0,12.0,4.0,7.188412736496954,2,0.0,5,5
9,2,7.574045005372199,4,3.0,12.0,4.0,7.219642040130735,2,3.0,6,7
4,2,7.07326971745971,2,1.0,3.0,2.0,7.07326971745971,1,4.0,56,84
9,2,7.820037989458753,5,3.0,12.0,5.0,7.820037989458753,2,4.0,3,4
7,2,7.31455283232408,3,1.0,12.0,4.0,6.746412128573375,1,4.0,8,77
5,1,7.118826249062078,3,2.0,6.0,3.0,7.118826249062078,1,0.0,45,45
5,1,6.595780513961311,3,1.0,3.0,3.0,6.595780513961311,1,0.0,57,57
6,2,7.383368146992383,4,2.0,12.0,4.0,6.625392368007956,2,0.0,13,13
5,1,6.982862751468942,5,1.0,3.0,3.0,6.982862751468942,1,0.0,59,84
8,3,7.937017489515454,4,3.0,12.0,4.0,7.355641102974253,2,3.0,13,13
7,3,7.3938782901077555,4,2.0,12.0,4.0,6.638567789166521,2,0.0,4,5
6,1,6.81783057145415,4,0.0,0.0,4.0,6.81783057145415,1,0.0,4,4
5,1,6.9782137426306985,3,1.0,3.0,3.0,6.9782137426306985,1,0.0,38,85
9,3,7.905810312658931,5,3.0,12.0,5.0,7.297091005160418,2,4.0,0,0
4,1,7.736307096548285,3,2.0,3.0,3.0,7.127693699347399,2,0.0,60,125
8,3,7.222566018822171,4,2.0,12.0,4.0,7.222566018822171,2,4.0,4,4
5,1,7.02197642307216,3,2.0,3.0,3.0,7.02197642307216,1,0.0,46,46
5,1,6.81783057145415,5,1.0,12.0,3.0,6.81783057145415,1,0.0,5,37
7,1,7.726212650507529,3,2.0,12.0,3.0,7.140453043101158,1,4.0,27,70
7,2,7.146772179452637,4,2.0,12.0,4.0,7.146772179452637,2,0.0,1,2
6,2,7.501634457883413,5,2.0,12.0,3.0,7.501634457883413,1,4.0,2,50
