ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,location,house,garage,basement,age_at_sale,remod_age_at_sale,log_saleprice,log_gr_liv_area,log_lot_area,log_1st_flr_sf
2,2,0.0,14541,2,Lvl,2,3,2,2,2,8,7,1993,1993,Gable,1,MetalSd,None,0.0,4,4,PConc,4.0,4.0,1,2,1012.0,Unf,0.0,326.0,1338.0,5,1352,1168,0,2520,1.0,0.0,2,1,5,1,4,10,1,3.0,2,1993.0,2,3.0,796.0,3.0,209,55,0,0,0,0,0,0,11,2006,WD ,310000,9,7,12.0,11.0,13,13,12.644327576461329,7.832014180505469,9.584727524513486,7.20934025660291
1,2,83.0,10184,1,Lvl,1,1,2,2,1,6,5,1963,1963,Gable,1,HdBoard,BrkFace,379.0,3,3,CBlock,3.0,3.0,2,1,580.0,Unf,0.0,503.0,1083.0,3,1146,0,0,1146,0.0,1.0,1,0,3,1,3,6,1,4.0,2,1963.0,1,1.0,294.0,3.0,345,75,0,0,0,0,0,0,6,2006,WD ,165000,6,5,6.0,9.0,43,43,12.013700752882718,7.044032897274685,9.228573140237243,7.044032897274685
2,2,52.0,46589,2,Lvl,2,3,2,2,2,8,7,1994,2005,Hip,2,VinylSd,BrkFace,528.0,4,3,PConc,4.0,4.0,1,2,1361.0,Rec,180.0,88.0,1629.0,5,1686,762,0,2448,1.0,0.0,2,1,4,1,4,8,1,3.0,2,1994.0,2,3.0,711.0,3.0,517,76,0,0,0,0,0,0,7,2009,WD ,402000,9,8,12.0,11.0,15,4,12.904207367601158,7.803026643632217,10.74911974074705,7.430114138561801
2,2,85.0,10625,1,Lvl,1,2,2,2,2,7,5,2005,2005,Gable,2,CmentBd,None,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,1026.0,1026.0,5,1026,932,0,1958,0.0,0.0,2,1,3,1,4,9,1,4.0,2,2005.0,2,3.0,936.0,3.0,154,210,0,0,0,0,0,0,7,2008,WD ,250000,7,8,12.0,9.0,3,3,12.429216196844383,7.579678823090456,9.270964993792617,6.933423025730715
1,1,21.0,1470,1,Lvl,1,1,2,1,1,4,6,1970,1970,Gable,2,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,2,2,522.0,Unf,0.0,108.0,630.0,3,630,0,0,630,1.0,0.0,1,0,1,1,3,3,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,2006,WD ,73000,5,5,0.0,11.0,36,36,11.198214720130528,6.4457198193855785,7.293017679772782,6.4457198193855785
1,2,60.0,9000,1,Lvl,1,1,2,1,2,5,5,1974,1974,Gable,2,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,1,1,0.0,Unf,0.0,896.0,896.0,3,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,0,0.0,0,0.0,0,0.0,0.0,0.0,32,45,0,0,0,0,0,0,9,2009,WD ,136000,6,6,0.0,9.0,35,35,11.820410164718188,7.491087593534876,9.104979856318357,6.79794041297493
2,2,48.0,5911,1,Lvl,1,3,2,2,1,9,5,2005,2005,Hip,1,MetalSd,BrkFace,278.0,5,3,PConc,5.0,3.0,1,2,472.0,Unf,0.0,1088.0,1560.0,5,1565,0,0,1565,1.0,0.0,2,0,2,1,5,6,1,4.0,2,2005.0,2,2.0,556.0,3.0,196,56,0,0,0,0,0,0,3,2006,WD ,282500,8,6,12.0,11.0,1,1,12.551433829568632,7.355641102974253,8.684570300824369,7.355641102974253
2,2,73.0,8987,1,Lvl,1,2,2,2,1,8,5,2005,2006,Gable,2,VinylSd,BrkFace,226.0,4,3,PConc,4.0,3.0,0,1,0.0,Unf,0.0,1595.0,1595.0,5,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,1,4.0,2,2005.0,2,3.0,880.0,3.0,144,0,0,0,0,0,0,0,5,2010,WD ,221500,7,7,12.0,8.0,5,4,12.308177868467327,7.374629015218945,9.103534367658373,7.374629015218945
2,2,0.0,17871,2,Lvl,1,2,2,2,1,4,5,1995,1996,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,1680.0,1680.0,4,1680,0,0,1680,0.0,0.0,2,0,4,1,4,7,0,0.0,2,1996.0,1,2.0,628.0,3.0,152,0,0,0,0,0,0,0,6,2007,WD ,170000,7,7,6.0,9.0,12,11,12.043553716032399,7.426549072397305,9.790934566296798,7.426549072397305
2,2,77.0,11500,2,Lvl,1,1,2,2,1,6,4,1967,1967,Gable,1,HdBoard,None,0.0,2,3,CBlock,3.0,2.0,1,1,872.0,Rec,60.0,108.0,1040.0,4,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,1,1.0,2,1967.0,2,2.0,480.0,3.0,0,0,156,0,0,0,MnPrv,0,5,2009,WD ,163000,6,6,12.0,7.0,42,42,12.0015054797889,6.946975992135418,9.350102314351341,6.946975992135418
2,2,65.0,12257,2,Lvl,1,3,2,2,2,8,5,1995,1995,Gable,2,VinylSd,BrkFace,513.0,4,3,PConc,4.0,3.0,2,1,56.0,ALQ,64.0,1198.0,1318.0,5,1328,1203,0,2531,0.0,0.0,2,1,4,1,4,9,1,3.0,2,1995.0,2,3.0,752.0,3.0,222,98,0,0,0,0,0,0,11,2007,WD ,290000,8,8,12.0,10.0,12,12,12.577636201962656,7.836369760545124,9.413852481341165,7.191429330036379
2,2,82.0,9044,2,Lvl,1,3,2,2,2,8,5,1996,1997,Gable,2,VinylSd,BrkFace,526.0,4,4,PConc,4.0,3.0,1,2,1225.0,Unf,0.0,100.0,1325.0,5,1335,1203,0,2538,0.0,0.0,2,1,4,1,4,8,1,3.0,2,1996.0,2,3.0,933.0,3.0,198,92,0,0,0,0,0,0,5,2007,WD ,330000,8,8,12.0,10.0,11,10,12.706847933442663,7.839131648274333,9.10985683339786,7.19668657083435
1,1,21.0,1680,1,Lvl,1,1,2,1,2,6,5,1973,1973,Gable,1,HdBoard,BrkFace,504.0,3,3,CBlock,3.0,3.0,1,1,254.0,Unf,0.0,229.0,483.0,3,483,504,0,987,1.0,0.0,1,1,2,1,3,5,0,0.0,1,1973.0,1,1.0,264.0,3.0,0,0,0,0,0,0,0,0,7,2009,WD ,111000,5,5,3.0,8.0,36,36,11.617285480294472,6.894670039433482,7.426549072397305,6.180016653652572
2,2,45.0,9468,2,Lvl,2,2,2,2,2,6,5,1999,1999,Gable,2,VinylSd,BrkFace,148.0,3,3,PConc,4.0,3.0,2,2,639.0,Unf,0.0,201.0,840.0,5,840,915,0,1755,1.0,0.0,2,1,3,1,3,7,1,3.0,2,1999.0,2,2.0,530.0,3.0,176,73,0,0,0,0,0,0,8,2006,WD ,214000,8,8,12.0,11.0,7,7,12.273731294003989,7.470224135899966,9.155672970633875,6.733401891837359
2,2,102.0,9373,2,Lvl,2,1,2,2,1,5,6,1953,1953,Gable,1,MetalSd,BrkFace,84.0,3,3,CBlock,3.0,3.0,1,1,500.0,LwQ,196.0,456.0,1152.0,3,1152,0,0,1152,0.0,0.0,1,1,3,1,3,6,0,0.0,1,1971.0,1,2.0,636.0,3.0,0,0,0,0,0,0,0,0,5,2008,WD ,137500,7,6,3.0,8.0,55,55,11.831379196088763,7.049254841255837,9.145588494746486,7.049254841255837
2,2,70.0,7000,1,Lvl,1,2,2,2,2,7,5,2003,2003,Gable,2,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2,2,622.0,Unf,0.0,304.0,926.0,5,1016,868,0,1884,1.0,0.0,2,1,3,1,5,7,1,5.0,2,2003.0,2,2.0,581.0,3.0,0,35,0,0,0,0,0,0,6,2009,WD ,240900,7,8,12.0,11.0,6,6,12.392137188602963,7.5411524551363085,8.85366542803745,6.923628628138427
2,2,107.0,10186,2,Lvl,1,3,2,2,2,7,5,1992,1992,Gable,1,HdBoard,None,0.0,4,3,PConc,4.0,3.0,1,2,674.0,Unf,0.0,76.0,750.0,5,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,1,3.0,2,1992.0,2,2.0,564.0,3.0,240,39,0,0,0,0,0,0,6,2010,WD ,190000,8,7,12.0,10.0,18,18,12.154779351142624,7.56164174558878,9.22876950744455,6.966967138613983
2,2,90.0,11664,1,Lvl,2,2,2,2,1,7,5,2002,2002,Hip,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,2,1234.0,Unf,0.0,335.0,1569.0,5,1611,0,0,1611,1.0,0.0,2,0,3,1,4,6,0,0.0,2,2002.0,2,3.0,1231.0,3.0,262,93,0,0,0,0,0,0,9,2009,WD ,250000,8,7,12.0,11.0,7,7,12.429216196844383,7.384610383176974,9.36426245424844,7.384610383176974
2,2,90.0,10768,2,Lvl,2,2,2,2,1,5,8,1976,2004,Gable,1,Plywood,None,0.0,4,4,CBlock,4.0,3.0,2,1,1157.0,Unf,0.0,280.0,1437.0,3,1437,0,0,1437,1.0,0.0,2,0,3,1,4,6,1,2.0,2,1976.0,2,2.0,528.0,3.0,0,21,0,0,180,0,0,0,7,2007,WD ,218000,8,6,12.0,10.0,31,3,12.292250341771226,7.270312886079025,9.284334051884509,7.270312886079025
2,2,78.0,10530,1,Lvl,1,2,2,2,2,7,6,1993,1993,Gable,1,MetalSd,BrkFace,194.0,4,3,PConc,4.0,3.0,1,2,819.0,Unf,0.0,329.0,1148.0,5,1091,984,0,2075,1.0,0.0,2,1,3,1,4,8,1,4.0,2,1993.0,1,2.0,473.0,3.0,235,86,0,0,0,0,0,0,8,2007,WD ,255000,7,7,6.0,10.0,14,14,12.449018824140563,7.637716432664798,9.261983605128021,6.994849985833071
2,2,50.0,14859,2,HLS,2,2,2,2,1,7,5,2006,2006,Hip,2,VinylSd,BrkFace,27.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,1670.0,1670.0,5,1670,0,0,1670,0.0,0.0,2,0,3,1,4,7,1,4.0,2,2006.0,2,3.0,690.0,3.0,144,60,0,0,0,0,0,0,8,2006,New,240000,8,7,12.0,9.0,0,0,12.388394202324129,7.4205789054108005,9.606361021256347,7.4205789054108005
2,2,93.0,10481,2,Lvl,1,2,2,2,1,8,5,2006,2007,Hip,2,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,2140.0,2140.0,5,2140,0,0,2140,0.0,0.0,2,1,3,1,4,8,0,0.0,2,2006.0,2,3.0,894.0,3.0,136,32,0,0,0,0,0,0,6,2007,New,360000,7,7,12.0,10.0,1,0,12.793859310432293,7.668561108015897,9.257319373170178,7.668561108015897
1,2,85.0,9350,1,Lvl,1,1,2,2,1,5,8,1965,1999,Gable,2,BrkFace,None,0.0,3,4,PConc,3.0,3.0,2,1,633.0,Unf,0.0,586.0,1219.0,4,1265,0,0,1265,0.0,1.0,2,0,3,1,4,6,1,4.0,2,1965.0,2,2.0,502.0,3.0,0,92,0,96,0,0,MnPrv,0,10,2008,WD ,179900,6,6,12.0,9.0,43,9,12.100156419938624,7.142827401161621,9.143131622282732,7.142827401161621
1,2,138.0,18030,2,Bnk,1,2,2,2,1,5,6,1946,1994,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,152.0,BLQ,469.0,977.0,1598.0,3,1636,971,479,3086,0.0,0.0,3,0,3,1,5,12,1,4.0,0,0.0,0,0.0,0.0,0.0,122,0,0,0,0,0,MnPrv,0,3,2007,WD ,200500,7,5,0.0,8.0,61,13,12.20856952572876,8.034631032923107,9.799792316197363,7.400009517162692
2,2,0.0,6718,2,Lvl,1,2,2,2,1,8,5,2001,2001,Gable,2,VinylSd,BrkFace,86.0,4,3,PConc,5.0,3.0,2,2,250.0,Unf,0.0,1017.0,1267.0,5,1312,0,0,1312,0.0,0.0,2,0,2,1,4,5,0,0.0,2,2001.0,1,2.0,471.0,3.0,256,28,0,0,0,0,0,0,1,2007,WD ,180500,7,7,6.0,12.0,6,6,12.103486056755072,7.179307969504034,8.812545770172237,7.179307969504034
1,2,0.0,11855,1,Lvl,1,2,2,1,2,7,5,2000,2000,Hip,2,VinylSd,BrkFace,23.0,3,3,PConc,5.0,3.0,1,2,820.0,Unf,0.0,348.0,1168.0,5,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,2,3.0,2,2000.0,2,4.0,820.0,3.0,312,0,0,0,0,0,0,0,10,2009,WD ,269500,7,6,12.0,11.0,9,9,12.504323669331189,7.932721027481948,9.380504998499505,7.0630481633881725
2,2,0.0,12394,2,Lvl,2,2,2,2,2,7,5,2003,2003,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,847.0,847.0,5,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,1,4.0,2,2003.0,2,2.0,433.0,3.0,100,48,0,0,0,0,0,0,10,2007,WD ,225000,8,8,12.0,10.0,4,4,12.323855681186558,7.457609289715606,9.424967763522053,6.741700694652055
1,1,50.0,7000,1,Lvl,2,1,2,2,1,6,7,1940,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,375.0,Unf,0.0,345.0,720.0,4,720,495,0,1215,0.0,0.0,1,0,3,1,4,6,0,0.0,1,1965.0,2,2.0,720.0,3.0,0,0,30,0,0,0,MnPrv,0,5,2007,WD ,141000,6,5,6.0,8.0,67,57,11.856515169360305,7.102499355774649,8.85366542803745,6.579251212010101
2,2,87.0,10367,2,Lvl,1,3,2,2,1,9,5,2008,2008,Hip,2,VinylSd,Stone,284.0,5,3,PConc,5.0,3.0,2,2,1015.0,Unf,0.0,724.0,1739.0,5,1743,0,0,1743,1.0,0.0,2,0,3,1,5,8,1,4.0,2,2008.0,2,3.0,927.0,3.0,168,45,0,0,0,0,0,0,6,2009,ConLI,335000,8,7,12.0,12.0,1,1,12.721885810807203,7.463363045520021,9.246382963323112,7.463363045520021
2,2,38.0,15240,2,Lvl,1,2,2,2,1,5,8,1977,2004,Gable,2,CmentBd,None,0.0,4,4,CBlock,4.0,3.0,1,2,198.0,Rec,688.0,140.0,1026.0,5,1026,0,0,1026,1.0,0.0,1,1,3,1,3,5,0,0.0,2,1977.0,1,1.0,308.0,3.0,316,85,0,0,0,0,MnPrv,0,6,2010,WD ,150000,7,7,6.0,10.0,33,6,11.918390573078392,6.933423025730715,9.631678829240638,6.933423025730715
2,2,68.0,50271,2,Low,1,2,2,2,1,9,5,1981,1987,Gable,1,Wd Shng,None,0.0,4,3,CBlock,5.0,3.0,2,2,1810.0,Unf,0.0,32.0,1842.0,4,1842,0,0,1842,2.0,0.0,0,1,0,1,4,5,1,4.0,2,1981.0,2,3.0,894.0,3.0,857,72,0,0,0,0,0,0,11,2006,WD ,385000,7,6,12.0,12.0,25,19,12.86099861326992,7.518607216815252,10.825183649068833,7.518607216815252
2,2,85.0,13600,1,Lvl,1,1,2,2,2,7,6,1965,1990,Gable,1,HdBoard,BrkFace,176.0,3,3,CBlock,3.0,3.0,1,1,454.0,Unf,0.0,314.0,768.0,3,1186,800,0,1986,0.0,0.0,2,1,3,1,3,7,3,2.0,2,1965.0,1,2.0,486.0,3.0,0,42,0,0,189,0,0,0,10,2009,WD ,205000,6,7,6.0,8.0,44,19,12.230765258120545,7.593877844605118,9.517825071724143,7.078341579557671
2,2,64.0,6762,1,Lvl,1,2,2,2,1,7,5,2006,2006,Gable,2,VinylSd,Stone,24.0,4,3,PConc,4.0,3.0,2,2,686.0,Unf,0.0,501.0,1187.0,5,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,0,0.0,2,2006.0,2,2.0,632.0,3.0,105,61,0,0,0,0,0,0,2,2010,WD ,206000,7,7,12.0,11.0,4,4,12.235631447771718,7.0967213784947605,8.819073983267831,7.0967213784947605
2,2,63.0,8500,1,Lvl,1,2,2,2,1,7,5,2004,2004,Gable,2,VinylSd,BrkFace,106.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,1422.0,1422.0,5,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,0,0.0,2,2004.0,2,2.0,626.0,3.0,192,60,0,0,0,0,0,0,11,2007,WD ,179600,7,7,12.0,10.0,3,3,12.098487434850236,7.259819610363186,9.047821442478408,7.259819610363186
2,2,67.0,8877,1,Lvl,1,1,2,2,1,4,5,1951,1951,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,2.0,2.0,1,1,836.0,Unf,0.0,0.0,836.0,3,1220,0,0,1220,0.0,0.0,1,0,2,1,3,6,0,0.0,1,1951.0,1,2.0,396.0,3.0,0,0,0,0,0,0,0,0,4,2006,COD,102000,6,6,3.0,6.0,55,55,11.532728092266408,7.106606137727303,9.09121894106832,7.106606137727303
2,2,0.0,15611,2,Lvl,2,2,2,2,1,5,6,1977,1977,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2,1,767.0,LwQ,93.0,266.0,1126.0,3,1126,0,0,1126,0.0,1.0,2,0,3,1,5,6,0,0.0,2,1977.0,2,2.0,540.0,3.0,180,0,0,0,0,0,0,0,3,2008,WD ,175000,8,7,12.0,10.0,31,31,12.072541252905651,7.026426808699636,9.655731072956666,7.026426808699636
2,2,70.0,13300,1,Lvl,1,1,2,2,1,5,5,1956,2001,Hip,1,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,494.0,Unf,0.0,521.0,1015.0,4,1384,0,0,1384,1.0,0.0,1,0,2,1,3,6,0,0.0,2,2001.0,1,2.0,896.0,3.0,75,0,0,323,0,0,0,400,6,2006,WD ,159000,6,6,6.0,8.0,50,5,11.976659481202368,7.232733136177615,9.495519314209846,7.232733136177615
2,2,65.0,6500,1,Lvl,1,1,2,2,1,6,6,1976,1976,Hip,1,Plywood,BrkFace,84.0,3,3,CBlock,3.0,5.0,1,1,1033.0,Unf,0.0,94.0,1127.0,3,1127,0,0,1127,0.0,1.0,1,1,3,1,3,6,1,1.0,1,1991.0,1,2.0,480.0,3.0,0,0,138,0,0,0,0,0,5,2008,WD ,135000,6,6,3.0,10.0,32,32,11.813030057420567,7.027314514039777,8.779557455883728,7.027314514039777
1,2,75.0,9525,1,Lvl,1,1,2,2,1,6,4,1954,1972,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,2.0,1,1,444.0,Unf,0.0,550.0,994.0,4,1216,639,0,1855,0.0,0.0,2,0,4,1,3,7,0,0.0,2,1954.0,1,1.0,325.0,3.0,182,0,0,0,0,0,0,0,10,2006,WD ,136900,6,5,6.0,7.0,52,34,11.82700601127654,7.5256399750415355,9.161675199994901,7.103322062526113
2,2,65.0,6993,1,Lvl,1,1,1,2,1,5,7,1961,1994,Gable,1,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1,1,465.0,Unf,0.0,447.0,912.0,3,1236,0,0,1236,0.0,0.0,1,0,3,1,3,6,1,3.0,2,1961.0,1,1.0,288.0,3.0,0,0,0,0,0,0,0,0,6,2006,WD ,135000,5,6,6.0,8.0,45,12,11.813030057420567,7.119635638017636,8.852664927703866,7.119635638017636
2,2,82.0,9430,1,Lvl,1,3,2,2,2,8,5,1999,1999,Gable,2,VinylSd,BrkFace,673.0,4,3,PConc,4.0,3.0,2,2,1163.0,Unf,0.0,89.0,1252.0,5,1268,1097,0,2365,1.0,0.0,2,1,3,1,4,8,1,4.0,2,1999.0,2,3.0,856.0,3.0,0,128,0,0,180,0,0,0,7,2009,WD ,337000,8,8,12.0,11.0,10,10,12.727838209334498,7.768533300926033,9.151651375627504,7.145196134997171
2,2,0.0,11029,2,Lvl,2,2,2,2,2,6,7,1968,1984,Gable,1,HdBoard,BrkFace,220.0,3,3,CBlock,3.0,3.0,2,1,619.0,Unf,0.0,435.0,1054.0,3,1512,1142,0,2654,1.0,0.0,2,1,4,1,4,9,1,4.0,2,1968.0,1,2.0,619.0,3.0,0,65,0,0,222,0,0,0,8,2006,WD ,250000,8,7,6.0,9.0,38,22,12.429216196844383,7.8838232148921525,9.308283446306147,7.321188556739478
2,2,0.0,14311,2,Lvl,2,2,2,2,2,8,5,1996,1996,Gable,2,VinylSd,BrkFace,402.0,4,3,PConc,4.0,3.0,1,2,1023.0,Unf,0.0,213.0,1236.0,5,1236,1104,0,2340,1.0,0.0,2,1,4,1,4,9,1,4.0,2,1996.0,2,3.0,787.0,3.0,192,180,218,0,0,0,GdPrv,0,6,2008,WD ,306000,8,8,12.0,10.0,12,12,12.631340380934517,7.757906208351747,9.568783751310876,7.119635638017636
1,2,60.0,10800,1,Lvl,1,1,2,1,1,5,5,1987,1988,Gable,1,Plywood,None,0.0,3,4,CBlock,4.0,4.0,2,2,1200.0,Unf,0.0,0.0,1200.0,3,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,0,0.0,0,0.0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,0,3,2009,WD ,179000,6,4,0.0,12.0,22,21,12.095141084822892,7.090076835776092,9.287301413112312,7.090076835776092
1,2,34.0,3604,1,Lvl,2,2,2,2,2,7,5,2007,2007,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,689.0,689.0,5,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,0,0.0,1,2007.0,1,2.0,540.0,3.0,0,102,0,0,0,0,0,0,2,2008,WD ,146000,8,7,3.0,9.0,1,1,11.891361900690473,7.238496840894365,8.189799618728228,6.555356891810665
1,1,60.0,10320,1,Lvl,1,1,2,2,1,6,5,1915,1950,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,2.0,1,1,375.0,Unf,0.0,763.0,1138.0,4,1138,1042,0,2180,0.0,0.0,1,1,3,1,3,7,1,4.0,1,2006.0,1,2.0,720.0,3.0,0,0,170,0,0,0,0,0,5,2007,WD ,161000,5,5,3.0,7.0,92,57,11.9891596439666,7.687080155783135,9.241839039035554,7.037027614686276
2,2,0.0,10603,2,Lvl,1,2,2,2,1,6,7,1977,2001,Gable,1,Plywood,BrkFace,28.0,3,3,PConc,3.0,3.0,2,1,1200.0,Unf,0.0,410.0,1610.0,4,1610,0,0,1610,1.0,0.0,2,0,3,1,4,6,2,3.0,2,1977.0,2,2.0,480.0,3.0,168,68,0,0,0,0,0,0,2,2010,WD ,205000,7,6,12.0,9.0,33,9,12.230765258120545,7.383989457978509,9.268892258925797,7.383989457978509
2,2,42.0,4084,2,Lvl,1,2,2,2,1,7,6,1986,1986,Gable,2,VinylSd,BrkFace,340.0,4,3,CBlock,4.0,3.0,2,2,893.0,Unf,0.0,384.0,1277.0,4,1501,0,0,1501,1.0,0.0,2,0,2,1,4,6,1,3.0,2,1986.0,2,2.0,512.0,3.0,240,0,0,0,0,0,0,0,7,2008,WD ,241500,7,7,12.0,11.0,22,22,12.394624752074764,7.313886831633462,8.314832179284556,7.313886831633462
2,2,61.0,7943,1,Lvl,1,1,1,2,1,4,5,1961,1961,Gable,2,VinylSd,BrkCmn,192.0,3,2,CBlock,3.0,3.0,2,1,903.0,Unf,0.0,126.0,1029.0,4,1029,0,0,1029,1.0,0.0,1,0,3,1,3,5,0,0.0,2,1961.0,1,1.0,261.0,3.0,64,0,39,0,0,0,0,0,4,2007,WD ,118500,5,7,6.0,9.0,46,46,11.682668239557323,6.9363427358340495,8.980046316633132,6.9363427358340495
1,2,92.0,6930,2,Lvl,1,2,2,2,1,5,4,1958,1958,Hip,1,ImStucc,BrkFace,120.0,3,3,CBlock,3.0,3.0,2,1,300.0,Rec,294.0,468.0,1062.0,5,1352,0,0,1352,0.0,1.0,1,0,3,1,4,6,0,0.0,2,1958.0,1,1.0,288.0,3.0,168,0,294,0,0,0,0,0,7,2006,WD ,130000,7,5,6.0,9.0,48,48,11.77528972943772,7.20934025660291,8.84361509218395,7.20934025660291
1,1,60.0,7200,1,Lvl,1,1,2,2,1,5,8,1940,1950,Gable,2,VinylSd,Stone,279.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,808.0,808.0,5,1072,0,0,1072,0.0,0.0,1,0,2,1,3,5,2,4.0,1,1940.0,1,2.0,379.0,3.0,0,0,0,0,0,0,0,0,5,2007,WD ,130000,5,6,3.0,8.0,67,57,11.77528972943772,6.977281341630747,8.881836305004146,6.977281341630747
2,2,82.0,16052,2,Lvl,2,3,2,2,2,10,5,2006,2006,Hip,2,VinylSd,Stone,734.0,5,3,PConc,5.0,3.0,1,2,1206.0,Unf,0.0,644.0,1850.0,5,1850,848,0,2698,1.0,0.0,2,1,4,1,5,11,1,4.0,2,2006.0,2,3.0,736.0,3.0,250,0,0,0,0,0,0,0,7,2006,New,535000,9,8,12.0,11.0,0,0,13.190022025878143,7.900266036767701,9.683588731386807,7.52294091807237
2,2,65.0,7150,1,Lvl,1,1,1,2,1,5,6,1962,1962,Gable,2,VinylSd,BrkFace,60.0,3,3,CBlock,3.0,3.0,1,1,140.0,BLQ,590.0,182.0,912.0,4,912,0,0,912,0.0,1.0,1,0,3,1,3,6,0,0.0,2,1962.0,1,1.0,252.0,3.0,0,0,0,0,0,0,0,0,10,2009,WD ,123000,5,7,6.0,8.0,47,47,11.719939634354555,6.815639990074331,8.874867635688053,6.815639990074331
1,2,65.0,6012,1,Lvl,2,1,2,1,1,4,5,1955,1955,Gable,1,Plywood,None,0.0,3,2,PConc,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,2008,WD ,82000,7,4,0.0,0.0,53,53,11.314474526246391,7.049254841255837,8.701512750872865,7.049254841255837
2,1,53.0,5350,1,Lvl,2,1,1,2,2,7,8,1920,1965,Gable,1,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,116.0,Unf,0.0,508.0,624.0,5,730,720,0,1450,0.0,0.0,1,0,3,1,3,7,0,0.0,1,1935.0,1,1.0,288.0,3.0,0,192,0,0,0,0,MnPrv,0,3,2008,WD ,132000,5,7,3.0,8.0,88,43,11.790557201568507,7.27931883541462,8.584851839890053,6.593044534142437
1,2,60.0,5400,1,Lvl,2,1,2,2,1,5,6,1921,1968,Gable,1,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,1073.0,1073.0,5,1073,0,0,1073,0.0,0.0,1,0,2,1,3,4,0,0.0,1,1968.0,1,1.0,326.0,3.0,0,0,112,0,0,0,0,0,12,2006,WD ,108480,7,5,3.0,8.0,85,38,11.594321103174222,6.9782137426306985,8.594154232552366,6.9782137426306985
2,2,0.0,9535,2,Lvl,1,1,2,2,1,5,5,1967,1967,Gable,1,HdBoard,BrkFace,450.0,3,3,CBlock,3.0,3.0,1,1,194.0,LwQ,982.0,0.0,1176.0,3,1458,0,0,1458,1.0,0.0,1,1,3,1,3,7,1,3.0,2,1967.0,1,2.0,512.0,3.0,284,0,0,0,0,0,MnPrv,0,7,2006,WD ,165000,6,6,6.0,8.0,39,39,12.013700752882718,7.284820912568604,9.16272451803452,7.284820912568604
